City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,petropavlovsk-kamchatsky,53.0452,158.6483,4.33,75,75,4.0,RU,1729307027
364,plaza huincul,-38.926,-69.2086,20.08,10,94,4.02,AR,1729307028
365,wahpeton,46.2652,-96.6059,10.01,100,100,4.63,US,1729307030
366,krasnopavlivka,49.1372,36.3272,4.58,93,100,5.71,UA,1729307031
367,gibraleon,37.3763,-6.969,17.28,83,100,3.94,ES,1729307032
368,bay roberts,47.5999,-53.2648,5.51,70,7,1.34,CA,1729307033
369,jalapa,19.5333,-96.9167,15.77,99,99,0.3,MX,1729306826
370,paramonga,-10.6667,-77.8333,17.43,84,49,3.61,PE,1729307037
371,nabire,-3.3667,135.4833,31.4,56,31,2.46,ID,1729307038
372,bubaque,11.2833,-15.8333,26.2,79,100,3.03,GW,1729307039
373,kyzyl-mazhalyk,51.1333,90.6,0.19,95,100,0.28,RU,1729307040
374,khandyga,62.6667,135.6,-13.67,66,49,1.48,RU,1729307042
375,olinda,-8.0089,-34.8553,26.85,74,75,2.57,BR,1729306930
376,laghouat,33.8,2.8651,12.73,67,2,5.81,DZ,1729307044
377,hirara,24.8,125.2833,30.92,84,40,4.63,JP,1729307045
378,itanagar,27.1,93.6167,24.06,55,100,1.6,IN,1729306921
379,vytegra,61.0064,36.4481,4.49,75,86,3.38,RU,1729307048
380,langtoucun,40.0261,124.3286,6.42,29,100,11.11,CN,1729307049
381,thurso,58.5927,-3.5259,12.14,84,100,3.96,GB,1729307050
382,jiuquan,39.7432,98.5174,9.21,45,92,2.35,CN,1729307051
383,richards bay,-28.783,32.0377,19.34,87,100,3.05,ZA,1729306803
384,garden city,42.3256,-83.331,10.97,81,20,0.0,US,1729307054
385,broken hill,-31.95,141.4333,21.32,25,2,7.12,AU,1729306953
386,puerto morazan,12.8504,-87.1717,24.26,100,100,0.65,NI,1729307057
387,holly springs,35.6513,-78.8336,9.83,87,0,0.45,US,1729307058
388,camacupa,-12.0167,17.4833,17.57,86,100,0.87,AO,1729306867
389,okha,53.5739,142.9478,2.19,55,100,9.53,RU,1729307061
390,demyansk,57.643,32.466,3.07,94,55,1.83,RU,1729307062
391,kingscliff,-28.2667,153.5667,29.97,78,21,8.75,AU,1729307063
392,kalmunai,7.4167,81.8167,27.73,77,93,1.27,LK,1729307064
393,sisimiut,66.9395,-53.6735,-3.76,68,9,4.34,GL,1729307065
394,vilyuysk,63.7553,121.6247,-11.29,88,97,0.61,RU,1729307067
395,vershino-darasunskiy,52.35,115.5167,-3.65,26,5,3.59,RU,1729307068
396,raja,8.4596,25.678,21.3,93,100,2.05,SS,1729307069
397,sola,-13.8833,167.55,25.64,69,58,3.33,VU,1729306874
398,zalingei,12.9096,23.4741,27.23,36,99,0.81,SD,1729307071
399,ust'-barguzin,53.45,108.9833,-3.33,43,1,2.97,RU,1729307073
400,altamira,-3.2033,-52.2064,26.58,59,7,1.31,BR,1729306796
401,rechka-vydrino,51.485,104.8461,5.06,51,22,3.17,RU,1729307075
402,jiazi,22.8779,116.067,28.89,68,16,2.87,CN,1729307076
403,vryburg,-26.9566,24.7284,12.44,33,0,1.77,ZA,1729307077
404,challapata,-18.9,-66.7667,11.8,17,16,3.56,BO,1729307078
405,daru,-9.0763,143.2092,28.43,74,98,5.28,PG,1729307080
406,haiku-pauwela,20.9219,-156.3051,28.01,65,20,9.83,US,1729307081
407,jinchang,38.4953,102.1739,10.9,68,100,3.17,CN,1729307082
408,kribi,2.95,9.9167,24.83,88,100,0.96,CM,1729307083
409,lerwick,60.1545,-1.1494,11.33,96,100,9.21,GB,1729307084
410,ataq,14.5377,46.8319,22.19,65,90,1.61,YE,1729307086
411,halifax,44.6453,-63.5724,7.0,90,5,2.06,CA,1729306640
412,eaton rapids,42.5092,-84.6558,7.05,87,0,0.0,US,1729307088
413,nova vicosa,-17.8919,-39.3719,24.31,87,100,4.54,BR,1729307089
414,ginir,7.1333,40.7,14.52,76,94,2.55,ET,1729307090
415,whitefish,48.4111,-114.3376,7.23,54,100,2.57,US,1729307044
416,yoloten,37.2989,62.3597,21.04,25,4,4.25,TM,1729307093
417,karratha,-20.7377,116.8463,28.89,47,0,5.75,AU,1729307094
418,dzhangala,49.2167,50.3333,7.28,92,79,3.4,KZ,1729307095
419,akureyri,65.6835,-18.0878,8.96,61,75,2.06,IS,1729307096
420,chibougamau,49.9168,-74.3659,10.79,54,0,4.63,CA,1729307098
421,ad dilam,23.9915,47.1627,24.59,39,30,1.89,SA,1729307099
422,san antonio de pale,-1.4014,5.6325,25.57,72,75,2.91,GQ,1729307100
423,guerrero negro,27.9769,-114.0611,18.26,74,0,5.84,MX,1729307101
424,basse santa su,13.31,-14.2137,25.05,84,100,1.69,GM,1729307102
425,barabinsk,55.3571,78.357,0.99,63,98,2.2,RU,1729307105
426,palmer,42.1584,-72.3287,7.13,77,0,0.65,US,1729307106
427,madalena,41.2162,-8.3345,16.42,96,100,2.33,PT,1729307107
428,santana,-0.0583,-51.1817,27.1,89,20,3.09,BR,1729307108
429,qulsary,46.9531,54.0198,11.44,85,100,5.22,KZ,1729307109
430,vila franca do campo,37.7167,-25.4333,21.23,99,99,6.0,PT,1729307111
431,juan griego,11.0817,-63.9655,29.07,84,5,6.17,VE,1729307112
432,rakops,-21.0167,24.3333,23.17,39,65,2.8,BW,1729307114
433,san carlos del zulia,9.0,-71.9135,25.81,84,91,0.9,VE,1729307116
434,dzilam gonzalez,21.2833,-88.9333,25.12,89,100,3.9,MX,1729307117
435,gantang,26.92,119.6333,28.24,74,91,1.11,CN,1729307118
436,paita,-5.0892,-81.1144,17.58,87,92,4.81,PE,1729307119
437,paphos,34.7667,32.4167,17.88,52,40,2.57,CY,1729307120
438,uttar char fasson,22.2332,90.7132,28.28,75,15,3.97,BD,1729307122
439,vilyuchinsk,52.9306,158.4028,5.15,80,100,0.09,RU,1729307123
440,bathsheba,13.2167,-59.5167,29.34,84,40,5.66,BB,1729307124
441,sunnyside,46.3237,-120.0087,14.26,54,100,1.54,US,1729307125
442,ulsteinvik,62.3432,5.8487,13.5,76,0,4.87,NO,1729307127
443,seguela,7.9611,-6.6731,21.76,98,100,0.91,CI,1729307128
444,weno,7.4515,151.8468,28.97,89,100,2.06,FM,1729307129
445,murghob,38.1702,73.9667,-0.48,43,94,0.98,TJ,1729307131
446,neyyattinkara,8.4,77.0833,27.92,72,93,1.42,IN,1729307132
447,seven pagodas,12.6264,80.1722,28.09,73,59,0.92,IN,1729307133
448,svetlyy,54.675,20.1347,8.32,57,15,5.69,RU,1729307134
449,maralal,1.0968,36.698,15.99,84,56,0.6,KE,1729307135
450,wuwei,37.9281,102.6414,12.18,65,100,3.81,CN,1729307137
451,la ronge,55.1001,-105.2842,5.14,65,0,2.57,CA,1729306938
452,port blair,11.6667,92.75,28.02,83,75,1.03,IN,1729307140
453,suva,-18.1416,178.4415,31.71,55,40,6.17,FJ,1729307141
454,ichihara,35.5167,140.0833,28.06,78,100,8.04,JP,1729307143
455,luchegorsk,46.4764,134.2569,0.38,40,53,8.49,RU,1729307144
456,forked river,39.8398,-74.1901,5.14,81,0,0.0,US,1729306960
457,inhambane,-23.865,35.3833,19.89,77,1,3.68,MZ,1729307146
458,pasil,17.3833,121.1333,25.9,52,14,2.46,PH,1729307147
459,kismayo,-0.3582,42.5454,25.29,81,82,5.33,SO,1729307148
460,ust-tsilma,65.441,52.1498,6.21,89,100,4.24,RU,1729307150
461,huanggang,23.677,116.9996,29.5,68,27,1.34,CN,1729307151
462,la sarre,48.8002,-79.1996,9.73,58,2,4.27,CA,1729307152
463,xinyuan,37.3,99.0,2.7,74,100,1.24,CN,1729307153
464,nadi,-17.8,177.4167,27.0,61,40,8.75,FJ,1729307154
465,gereida,11.2811,25.1414,26.13,59,34,2.64,SD,1729307156
466,beruniy,41.6911,60.7525,9.98,66,0,3.09,UZ,1729307157
467,port douglas,-16.4833,145.4667,26.72,61,3,3.5,AU,1729307159
468,concordia,-31.393,-58.0209,18.21,84,0,1.34,AR,1729307127
469,minas de marcona,-15.2119,-75.1103,13.16,80,10,3.19,PE,1729307162
470,nova sintra,14.8667,-24.7167,27.94,74,100,1.54,CV,1729307163
471,levuka,50.1834,-105.4011,3.84,30,8,7.35,CA,1729307164
472,mirador,-6.3708,-44.3631,22.12,90,78,0.86,BR,1729307165
473,apac,1.9756,32.5386,18.29,93,88,0.13,UG,1729307166
474,adis zemen,12.1167,37.7833,13.44,64,8,2.13,ET,1729307167
475,chelbasskaya,45.9792,39.3719,7.55,72,100,2.94,RU,1729307169
476,ugoofaaru,5.6667,73.0,28.17,73,98,5.61,MV,1729307170
477,palikir - national government center,6.9248,158.1611,31.47,70,75,5.14,FM,1729307171
478,plaquemine,30.2891,-91.2343,16.08,82,100,2.73,US,1729307172
479,walvis bay,-22.9575,14.5053,12.54,92,0,1.32,NA,1729307174
480,lishui,28.4604,119.9103,20.07,97,100,2.99,CN,1729307175
481,muisne,0.6,-80.0333,24.38,85,100,3.23,EC,1729307176
482,heiligenhafen,54.3667,10.9833,10.42,94,100,4.57,DE,1729307177
483,bloemfontein,-29.1211,26.214,8.71,66,5,1.03,ZA,1729306890
484,puerto deseado,-47.7503,-65.8938,13.79,43,2,5.7,AR,1729307180
485,levski,43.3667,25.1333,5.47,57,0,1.8,BG,1729307182
486,la'ie,21.6477,-157.9253,28.98,70,29,5.11,US,1729307183
487,enshi,30.3,109.4833,20.36,79,100,1.98,CN,1729307184
488,kenai,60.5544,-151.2583,2.86,37,0,3.09,US,1729307186
489,tongchuanshi,35.0806,109.0897,12.4,90,100,6.1,CN,1729307187
490,angaur state,6.906,134.13,29.02,75,99,6.15,PW,1729307188
491,rifle,39.5347,-107.7831,9.33,80,0,0.0,US,1729307190
492,vargashi,55.3556,65.8467,0.09,78,22,1.75,RU,1729307191
493,bargaal,11.2864,51.0773,26.51,77,84,3.03,SO,1729307193
494,as sulayyil,20.4607,45.5779,22.93,37,0,2.79,SA,1729307194
495,ketchikan,55.3422,-131.6461,7.26,93,100,0.0,US,1729307195
496,al hazm,16.1641,44.7769,22.55,22,27,2.06,YE,1729307196
497,salaverry,-8.2333,-78.9667,16.21,76,100,2.14,PE,1729307198
498,dingli,35.8614,14.3822,22.67,88,75,14.4,MT,1729307199
499,alpinopolis,-20.8636,-46.3881,19.57,88,100,0.75,BR,1729307015
500,menongue,-14.6585,17.691,18.4,82,100,1.05,AO,1729307201
501,darhan,49.4867,105.9228,3.0,28,45,4.82,MN,1729307202
502,eyl,7.9803,49.8164,25.71,83,70,5.19,SO,1729306934
503,tobruk,32.0836,23.9764,20.27,67,0,4.29,LY,1729307205
504,netrakona,24.8833,90.7167,26.6,74,5,2.19,BD,1729307206
505,murzuq,25.9155,13.9184,22.3,35,7,3.24,LY,1729307207
506,manay,7.215,126.5397,29.61,67,98,2.3,PH,1729307208
507,yatou,37.15,122.3833,10.31,53,10,12.85,CN,1729307209
508,papao,-17.75,-149.55,28.7,79,100,6.39,PF,1729307211
509,xiaoweizhai,26.1903,107.5125,21.93,86,90,1.74,CN,1729307212
510,akdepe,42.0551,59.3788,14.88,30,100,4.53,TM,1729307213
511,pyin oo lwin,22.0333,96.4667,23.38,75,27,0.48,MM,1729307214
512,roha,18.4333,73.1167,25.88,87,100,1.03,IN,1729307215
513,ebon,4.582,168.6964,29.34,72,4,5.04,MH,1729307217
514,sinmak,38.4167,126.2333,13.24,71,41,4.14,KP,1729307218
515,joshimath,30.5667,79.5667,13.86,51,3,1.5,IN,1729307219
516,saint-philippe,-21.3585,55.7679,23.24,88,71,2.06,RE,1729307220
517,portland,45.5234,-122.6762,13.3,78,100,4.02,US,1729307221
518,civitavecchia,42.0933,11.7967,15.9,99,100,0.2,IT,1729306929
519,coronel oviedo,-25.4167,-56.45,19.04,99,92,1.28,PY,1729307224
520,altay,47.8667,88.1167,-1.4,100,100,1.86,CN,1729307225
521,victoria point,-27.5833,153.3,29.78,72,26,0.45,AU,1729307226
522,merizo village,13.2658,144.6691,29.43,86,100,6.01,GU,1729307227
523,salekhard,66.53,66.6019,0.31,99,100,4.54,RU,1729307229
524,kimbe,-5.5502,150.1429,30.38,67,100,2.31,PG,1729307230
525,vidalia,32.2177,-82.4135,13.97,54,0,3.09,US,1729307049
526,lamu,-2.2717,40.902,23.37,89,86,2.23,KE,1729307232
527,puerto aysen,-45.4,-72.7,8.22,96,100,1.98,CL,1729307233
528,alesund,62.4723,6.1549,7.08,87,0,3.09,NO,1729307234
529,morinville,53.8001,-113.652,7.55,46,100,3.25,CA,1729307236
530,mar del plata,-38.0023,-57.5575,15.01,55,0,2.06,AR,1729306628
531,island harbour,50.724,-1.2758,15.57,92,100,3.58,GB,1729307238
532,hami,42.8,93.45,10.94,48,93,6.27,CN,1729307239
533,barra de sao francisco,-18.755,-40.8908,22.8,85,93,2.25,BR,1729307240
534,mhamid,29.82,-5.72,23.7,37,0,1.98,MA,1729307242
535,saurimo,-9.6608,20.3916,17.47,96,62,1.01,AO,1729307243
536,mbandaka,0.0487,18.2603,22.01,95,92,1.44,CD,1729307244
537,gustavsberg,59.3268,18.3898,10.1,93,100,5.11,SE,1729307245
538,yuzhno-kurilsk,44.0306,145.8556,15.51,98,100,5.12,RU,1729307247
539,mejit,10.2753,170.8646,28.41,77,100,5.53,MH,1729307248
540,gurupi,-11.7292,-49.0686,24.01,80,97,1.84,BR,1729306615
541,chizhou,30.6578,117.4831,17.27,83,100,6.28,CN,1729307250
542,usol'ye,59.4268,56.6808,0.18,91,84,3.03,RU,1729307251
543,nagqu,31.5,92.0,2.42,41,46,2.56,CN,1729307253
544,westport,41.1415,-73.3579,12.07,68,0,2.06,US,1729307092
545,hyesan,41.4017,128.1778,2.96,21,2,4.64,KP,1729307255
546,ad dabbah,18.05,30.95,24.48,29,0,4.04,SD,1729307256
547,itoman,26.1247,127.6694,31.21,70,40,3.09,JP,1729307257
548,lata,40.1629,-8.3327,13.84,94,100,1.32,PT,1729307258
549,isabela,6.7085,121.9711,25.87,92,100,3.54,PH,1729307260
550,santa ana,33.7456,-117.8678,19.21,63,0,3.09,US,1729307261
551,choctaw,35.4976,-97.2689,17.75,36,0,3.6,US,1729307210
552,bengkulu,-3.8004,102.2655,27.65,65,12,1.69,ID,1729307263
553,happy valley-goose bay,53.3168,-60.3315,-0.47,80,2,2.5,CA,1729307264
554,amungan,15.3652,119.9582,30.35,71,42,3.68,PH,1729307265
555,ubinskoye,55.3068,79.6802,0.67,63,95,2.39,RU,1729307267
556,kuluncak,38.8828,37.6728,1.3,75,48,2.6,TR,1729307268
557,huangmei,30.1924,116.025,21.59,61,79,6.5,CN,1729307269
558,dunedin,-45.8742,170.5036,13.08,77,100,7.58,NZ,1729307270
559,makokou,0.5738,12.8642,21.17,100,100,1.47,GA,1729307272
560,chambersburg,39.9376,-77.6611,10.31,72,0,0.89,US,1729307223
561,aripuana,-9.1667,-60.6333,23.84,82,25,1.22,BR,1729307275
562,kudahuvadhoo,2.6708,72.8944,28.19,70,20,5.07,MV,1729307276
563,akjoujt,19.6969,-14.4164,30.27,24,85,10.24,MR,1729307278
564,usinsk,65.9939,57.5281,2.96,96,100,7.93,RU,1729307279
565,tromso,69.6496,18.957,10.01,93,100,3.6,NO,1729307280
566,whitby,54.4877,-0.615,13.41,88,100,1.79,GB,1729306986
567,maxixe,-23.8597,35.3472,19.23,78,0,3.29,MZ,1729307282
568,newman,37.3138,-121.0208,17.8,27,19,2.68,US,1729307283
569,laguna,38.421,-121.4238,21.1,22,0,7.72,US,1729307031
570,beaudesert,-27.9833,152.9833,34.4,46,56,6.71,AU,1729307286
571,cole harbour,44.6724,-63.4751,5.66,89,4,1.88,CA,1729307287
572,badiyah,22.45,58.8,28.1,62,30,2.08,OM,1729307288
573,amalapuram,16.5833,82.0167,28.64,80,68,1.99,IN,1729307233
574,thayetmyo,19.3167,95.1833,29.8,72,68,1.87,MM,1729307291
575,ribeira brava,32.65,-17.0667,20.35,76,27,0.63,PT,1729307292
576,ban na san,8.8004,99.3637,24.2,95,100,3.27,TH,1729307293
577,al mijlad,11.0333,27.7333,28.25,53,38,2.02,SD,1729307294
578,guatrache,-37.6678,-63.5302,18.27,43,94,5.61,AR,1729307295
579,santarem,-2.4431,-54.7083,28.07,74,0,2.06,BR,1729307283
580,dergachi,51.2328,48.7659,7.14,86,100,6.75,RU,1729307298
581,bumba,2.1833,22.4667,21.61,97,100,0.41,CD,1729307299
582,north platte,41.1239,-100.7654,11.94,82,100,7.2,US,1729307300
583,choele choel,-39.2667,-65.6833,22.64,45,89,3.66,AR,1729307301
584,san sebastian de la gomera,28.0916,-17.1133,20.2,72,0,1.03,ES,1729307302
585,sittwe,20.15,92.9,28.13,69,59,2.08,MM,1729307304
